"fecha","AQI_SO2","AQI_NO2","AQI_PM10","AQI_CO","AQI_O3","ciudad","AQI","Nivel_Aire"
"2015-5-17",7,25,120,15,203,"Aotizhongxin",203,"Moderately Polluted"
"2015-5-18",1,21,74,15,76,"Aotizhongxin",76,"Good"
"2015-5-19",1,9,53,2,49,"Aotizhongxin",53,"Good"
"2015-5-2",1,19,62,8,165,"Aotizhongxin",165,"Lightly Polluted"
"2015-5-20",2,12,44,3,90,"Aotizhongxin",90,"Good"
"2015-5-21",4,27,72,6,149,"Aotizhongxin",149,"Slightly Polluted"
"2015-5-22",8,32,76,12,219,"Aotizhongxin",219,"Moderately Polluted"
"2015-5-23",11,37,105,13,244,"Aotizhongxin",244,"Moderately Polluted"
"2015-5-24",8,38,116,20,236,"Aotizhongxin",236,"Moderately Polluted"
"2015-5-25",12,28,118,17,257,"Aotizhongxin",257,"Heavily Polluted"
"2015-5-26",9,21,106,14,245,"Aotizhongxin",245,"Moderately Polluted"
"2015-5-27",5,19,99,16,245,"Aotizhongxin",245,"Moderately Polluted"
"2015-5-28",11,21,96,17,210,"Aotizhongxin",210,"Moderately Polluted"
"2015-5-29",2,28,78,16,186,"Aotizhongxin",186,"Lightly Polluted"
"2015-5-3",1,13,77,15,76,"Aotizhongxin",77,"Good"
"2015-5-30",4,25,77,13,223,"Aotizhongxin",223,"Moderately Polluted"
"2015-5-31",8,26,81,13,227,"Aotizhongxin",227,"Moderately Polluted"
"2015-5-4",3,13,66,7,130,"Aotizhongxin",130,"Slightly Polluted"
"2015-5-5",5,25,76,13,130,"Aotizhongxin",130,"Slightly Polluted"
"2015-5-6",2,17,63,7,73,"Aotizhongxin",73,"Good"
"2015-5-7",4,22,94,9,132,"Aotizhongxin",132,"Slightly Polluted"
"2015-5-8",6,24,76,21,95,"Aotizhongxin",95,"Good"
"2015-5-9",5,21,50,14,34,"Aotizhongxin",50,"Excelent"
"2015-6-1",4,33,118,15,252,"Aotizhongxin",252,"Heavily Polluted"
"2015-6-10",4,23,62,17,92,"Aotizhongxin",92,"Good"
"2015-6-11",4,16,29,14,49,"Aotizhongxin",49,"Excelent"
"2015-6-12",5,10,15,4,60,"Aotizhongxin",60,"Good"
"2015-6-13",5,13,27,7,98,"Aotizhongxin",98,"Good"
"2015-6-14",5,20,36,7,158,"Aotizhongxin",158,"Lightly Polluted"
"2015-6-15",11,29,90,23,233,"Aotizhongxin",233,"Moderately Polluted"
"2015-6-16",8,34,100,18,246,"Aotizhongxin",246,"Moderately Polluted"
"2015-6-17",1,26,53,17,208,"Aotizhongxin",208,"Moderately Polluted"
"2015-6-18",1,18,27,12,73,"Aotizhongxin",73,"Good"
"2015-6-19",1,20,39,12,48,"Aotizhongxin",48,"Excelent"
"2015-6-2",2,15,50,19,77,"Aotizhongxin",77,"Good"
"2015-6-20",1,20,33,12,190,"Aotizhongxin",190,"Lightly Polluted"
"2015-6-21",2,25,65,9,215,"Aotizhongxin",215,"Moderately Polluted"
"2015-6-22",10,23,87,18,228,"Aotizhongxin",228,"Moderately Polluted"
"2015-6-23",9,24,131,27,247,"Aotizhongxin",247,"Moderately Polluted"
"2015-6-24",6,28,89,13,168,"Aotizhongxin",168,"Lightly Polluted"
"2015-6-25",4,38,93,17,125,"Aotizhongxin",125,"Slightly Polluted"
"2015-6-26",1,14,74,10,227,"Aotizhongxin",227,"Moderately Polluted"
"2015-6-27",2,19,70,9,209,"Aotizhongxin",209,"Moderately Polluted"
"2015-6-28",5,20,101,17,223,"Aotizhongxin",223,"Moderately Polluted"
"2015-6-29",3,25,76,15,92,"Aotizhongxin",92,"Good"
"2015-6-3",4,21,78,11,166,"Aotizhongxin",166,"Lightly Polluted"
"2015-6-30",1,18,20,7,82,"Aotizhongxin",82,"Good"
"2015-6-4",3,28,67,84,47,"Aotizhongxin",84,"Good"
"2015-6-5",2,28,65,84,202,"Aotizhongxin",202,"Moderately Polluted"
"2015-6-6",1,17,44,76,201,"Aotizhongxin",201,"Moderately Polluted"
"2015-6-7",1,19,30,76,60,"Aotizhongxin",76,"Good"
"2015-6-8",3,20,43,8,142,"Aotizhongxin",142,"Slightly Polluted"
"2015-6-9",9,31,71,18,219,"Aotizhongxin",219,"Moderately Polluted"
"2015-7-1",2,23,40,9,55,"Aotizhongxin",55,"Good"
"2015-7-10",6,21,69,17,239,"Aotizhongxin",239,"Moderately Polluted"
"2015-7-11",7,27,90,23,263,"Aotizhongxin",263,"Heavily Polluted"
"2015-7-12",5,36,108,15,315,"Aotizhongxin",315,"Severely Polluted"
"2015-7-13",3,34,67,11,285,"Aotizhongxin",285,"Heavily Polluted"
"2015-7-14",3,24,58,11,258,"Aotizhongxin",258,"Heavily Polluted"
"2015-7-15",2,36,58,12,154,"Aotizhongxin",154,"Lightly Polluted"
"2015-7-16",1,23,46,10,110,"Aotizhongxin",110,"Slightly Polluted"
"2015-7-17",1,25,41,15,125,"Aotizhongxin",125,"Slightly Polluted"
"2015-7-18",1,23,51,13,214,"Aotizhongxin",214,"Moderately Polluted"
"2015-7-19",1,25,62,13,206,"Aotizhongxin",206,"Moderately Polluted"
"2015-7-2",2,18,17,9,68,"Aotizhongxin",68,"Good"
"2015-7-20",1,29,71,15,208,"Aotizhongxin",208,"Moderately Polluted"
"2015-7-21",1,27,94,16,205,"Aotizhongxin",205,"Moderately Polluted"
"2015-7-22",2,29,58,12,223,"Aotizhongxin",223,"Moderately Polluted"
"2015-7-23",1,35,42,12,146,"Aotizhongxin",146,"Slightly Polluted"
"2015-7-24",3,33,63,11,204,"Aotizhongxin",204,"Moderately Polluted"
"2015-7-25",4,28,81,12,226,"Aotizhongxin",226,"Moderately Polluted"
"2015-7-26",4,23,93,20,231,"Aotizhongxin",231,"Moderately Polluted"
"2015-7-27",2,27,75,13,220,"Aotizhongxin",220,"Moderately Polluted"
"2015-7-28",1,21,53,9,220,"Aotizhongxin",220,"Moderately Polluted"
"2015-7-29",1,30,77,13,225,"Aotizhongxin",225,"Moderately Polluted"
"2015-7-3",7,22,60,24,222,"Aotizhongxin",222,"Moderately Polluted"
"2015-7-30",1,23,50,16,113,"Aotizhongxin",113,"Slightly Polluted"
"2015-7-31",1,20,33,9,146,"Aotizhongxin",146,"Slightly Polluted"
"2015-7-4",4,30,55,10,98,"Aotizhongxin",98,"Good"
"2015-7-5",8,23,62,24,251,"Aotizhongxin",251,"Heavily Polluted"
"2015-7-6",6,23,66,36,248,"Aotizhongxin",248,"Moderately Polluted"
"2015-7-7",4,22,68,12,239,"Aotizhongxin",239,"Moderately Polluted"
"2015-7-8",5,24,92,17,228,"Aotizhongxin",228,"Moderately Polluted"
"2015-7-9",5,30,69,10,241,"Aotizhongxin",241,"Moderately Polluted"
"2015-8-1",1,52,81,14,73,"Aotizhongxin",81,"Good"
"2015-8-10",2,28,62,18,201,"Aotizhongxin",201,"Moderately Polluted"
"2015-8-11",4,23,94,25,260,"Aotizhongxin",260,"Heavily Polluted"
"2015-8-12",4,21,91,24,226,"Aotizhongxin",226,"Moderately Polluted"
"2015-8-13",6,26,113,28,278,"Aotizhongxin",278,"Heavily Polluted"
"2015-8-14",4,18,64,19,81,"Aotizhongxin",81,"Good"
"2015-8-15",3,24,50,15,118,"Aotizhongxin",118,"Slightly Polluted"
"2015-8-16",5,27,69,12,261,"Aotizhongxin",261,"Heavily Polluted"
"2015-8-17",6,24,109,13,236,"Aotizhongxin",236,"Moderately Polluted"
"2015-8-18",2,23,66,12,186,"Aotizhongxin",186,"Lightly Polluted"
"2015-8-19",1,23,58,13,182,"Aotizhongxin",182,"Lightly Polluted"
"2015-8-2",1,20,66,9,210,"Aotizhongxin",210,"Moderately Polluted"
"2015-8-20",1,15,44,12,191,"Aotizhongxin",191,"Lightly Polluted"
"2015-8-21",2,14,30,8,168,"Aotizhongxin",168,"Lightly Polluted"
"2015-8-22",2,14,34,26,68,"Aotizhongxin",68,"Good"
"2015-8-23",2,15,30,24,122,"Aotizhongxin",122,"Slightly Polluted"
"2015-8-24",1,14,20,10,85,"Aotizhongxin",85,"Good"
"2015-8-25",1,17,26,13,55,"Aotizhongxin",55,"Good"
"2015-8-26",1,17,20,9,79,"Aotizhongxin",79,"Good"
"2015-8-27",1,18,21,10,90,"Aotizhongxin",90,"Good"
"2015-8-28",1,16,30,10,98,"Aotizhongxin",98,"Good"
"2015-8-29",1,15,48,11,218,"Aotizhongxin",218,"Moderately Polluted"
"2015-8-3",1,22,28,4,30,"Aotizhongxin",30,"Excelent"
"2015-8-30",1,16,34,14,73,"Aotizhongxin",73,"Good"
"2015-8-31",1,14,29,12,61,"Aotizhongxin",61,"Good"
"2015-8-4",2,23,50,7,193,"Aotizhongxin",193,"Lightly Polluted"
"2015-8-5",3,29,82,11,198,"Aotizhongxin",198,"Lightly Polluted"
"2015-8-6",1,25,66,15,212,"Aotizhongxin",212,"Moderately Polluted"
"2015-8-7",2,24,75,22,170,"Aotizhongxin",170,"Lightly Polluted"
"2015-8-8",1,27,52,14,210,"Aotizhongxin",210,"Moderately Polluted"
"2015-8-9",2,30,65,15,231,"Aotizhongxin",231,"Moderately Polluted"
"2015-9-1",1,12,12,8,37,"Aotizhongxin",37,"Excelent"
"2015-9-10",1,21,12,7,24,"Aotizhongxin",24,"Excelent"
"2015-9-11",1,22,15,9,40,"Aotizhongxin",40,"Excelent"
"2015-9-12",2,21,18,6,41,"Aotizhongxin",41,"Excelent"
"2015-9-13",2,30,55,17,95,"Aotizhongxin",95,"Good"
"2015-9-14",6,42,82,16,173,"Aotizhongxin",173,"Lightly Polluted"
"2015-9-15",8,47,93,20,225,"Aotizhongxin",225,"Moderately Polluted"
"2015-9-16",6,48,109,22,210,"Aotizhongxin",210,"Moderately Polluted"
"2015-9-17",8,43,111,25,211,"Aotizhongxin",211,"Moderately Polluted"
"2015-9-18",2,35,72,20,87,"Aotizhongxin",87,"Good"
"2015-9-19",2,36,44,14,140,"Aotizhongxin",140,"Slightly Polluted"
"2015-9-2",1,13,15,6,45,"Aotizhongxin",45,"Excelent"
"2015-9-20",6,34,82,18,199,"Aotizhongxin",199,"Lightly Polluted"
"2015-9-21",11,48,100,25,211,"Aotizhongxin",211,"Moderately Polluted"
"2015-9-22",8,39,99,30,129,"Aotizhongxin",129,"Slightly Polluted"
"2015-9-23",1,26,42,11,92,"Aotizhongxin",92,"Good"
"2015-9-24",3,37,91,23,161,"Aotizhongxin",161,"Lightly Polluted"
"2015-9-25",2,25,29,19,44,"Aotizhongxin",44,"Excelent"
"2015-9-26",4,29,58,11,162,"Aotizhongxin",162,"Lightly Polluted"
"2015-9-27",2,43,71,23,98,"Aotizhongxin",98,"Good"
"2015-9-28",3,33,51,27,38,"Aotizhongxin",51,"Good"
"2015-9-29",3,34,47,23,12,"Aotizhongxin",47,"Excelent"
"2015-9-3",1,12,27,9,144,"Aotizhongxin",144,"Slightly Polluted"
"2015-9-30",2,28,28,11,22,"Aotizhongxin",28,"Excelent"
"2015-9-4",2,17,52,42,55,"Aotizhongxin",55,"Good"
"2015-9-5",1,14,19,12,49,"Aotizhongxin",49,"Excelent"
"2015-9-6",1,20,27,9,95,"Aotizhongxin",95,"Good"
"2015-9-7",1,25,42,10,163,"Aotizhongxin",163,"Lightly Polluted"
"2015-9-8",3,35,71,13,173,"Aotizhongxin",173,"Lightly Polluted"
"2015-9-9",1,33,53,17,63,"Aotizhongxin",63,"Good"
"2016-1-1",25,63,120,71,9,"Aotizhongxin",120,"Slightly Polluted"
"2016-1-10",10,34,53,29,24,"Aotizhongxin",53,"Good"
"2016-1-11",1,13,25,9,33,"Aotizhongxin",33,"Excelent"
"2016-1-12",5,15,25,12,30,"Aotizhongxin",30,"Excelent"
"2016-1-13",8,27,41,16,33,"Aotizhongxin",41,"Excelent"
"2016-1-14",14,43,68,32,27,"Aotizhongxin",68,"Good"
"2016-1-15",19,50,84,41,18,"Aotizhongxin",84,"Good"
"2016-1-16",27,42,95,37,13,"Aotizhongxin",95,"Good"
"2016-1-17",4,17,47,35,35,"Aotizhongxin",47,"Excelent"
"2016-1-18",1,9,45,8,33,"Aotizhongxin",45,"Excelent"
"2016-1-19",11,36,62,31,19,"Aotizhongxin",62,"Good"
"2016-1-2",27,76,168,74,10,"Aotizhongxin",168,"Lightly Polluted"
"2016-1-20",38,47,99,50,9,"Aotizhongxin",99,"Good"
"2016-1-21",20,40,93,44,11,"Aotizhongxin",93,"Good"
"2016-1-22",3,10,29,45,33,"Aotizhongxin",45,"Excelent"
"2016-1-23",1,7,39,8,30,"Aotizhongxin",39,"Excelent"
"2016-1-24",4,13,50,13,33,"Aotizhongxin",50,"Excelent"
"2016-1-25",12,8,36,19,34,"Aotizhongxin",36,"Excelent"
"2016-1-26",10,5,54,22,35,"Aotizhongxin",54,"Good"
"2016-1-27",21,19,75,30,8,"Aotizhongxin",75,"Good"
"2016-1-28",22,38,77,35,28,"Aotizhongxin",77,"Good"
"2016-1-29",23,29,70,31,21,"Aotizhongxin",70,"Good"
"2016-1-3",12,54,158,89,18,"Aotizhongxin",158,"Lightly Polluted"
"2016-1-30",14,28,56,40,29,"Aotizhongxin",56,"Good"
"2016-1-31",5,10,22,8,35,"Aotizhongxin",35,"Excelent"
"2016-1-4",4,21,45,48,33,"Aotizhongxin",48,"Excelent"
"2016-1-5",4,23,39,25,28,"Aotizhongxin",39,"Excelent"
"2016-1-6",6,22,35,22,33,"Aotizhongxin",35,"Excelent"
"2016-1-7",4,14,21,9,31,"Aotizhongxin",31,"Excelent"
"2016-1-8",8,23,44,26,32,"Aotizhongxin",44,"Excelent"
"2016-1-9",14,43,65,32,17,"Aotizhongxin",65,"Good"
"2016-10-1",5,51,110,18,152,"Aotizhongxin",152,"Lightly Polluted"
"2016-10-10",5,43,82,19,23,"Aotizhongxin",82,"Good"
"2016-10-11",3,36,83,24,39,"Aotizhongxin",83,"Good"
"2016-10-12",1,33,67,19,50,"Aotizhongxin",67,"Good"
"2016-10-13",1,46,110,25,47,"Aotizhongxin",110,"Slightly Polluted"
"2016-10-14",2,62,145,25,76,"Aotizhongxin",145,"Slightly Polluted"
"2016-10-15",2,55,120,26,1,"Aotizhongxin",120,"Slightly Polluted"
"2016-10-16",1,33,80,17,43,"Aotizhongxin",80,"Good"
"2016-10-17",1,30,64,22,50,"Aotizhongxin",64,"Good"
"2016-10-18",2,39,96,33,17,"Aotizhongxin",96,"Good"
"2016-10-19",2,49,140,27,27,"Aotizhongxin",140,"Slightly Polluted"
"2016-10-2",2,40,119,18,157,"Aotizhongxin",157,"Lightly Polluted"
"2016-10-20",2,34,78,25,22,"Aotizhongxin",78,"Good"
"2016-10-21",1,26,44,10,21,"Aotizhongxin",44,"Excelent"
"2016-10-22",1,16,18,10,19,"Aotizhongxin",19,"Excelent"
"2016-10-23",1,21,39,8,22,"Aotizhongxin",39,"Excelent"
"2016-10-24",1,37,90,17,3,"Aotizhongxin",90,"Good"
"2016-10-25",1,43,89,17,6,"Aotizhongxin",89,"Good"
"2016-10-26",3,29,63,20,29,"Aotizhongxin",63,"Good"
"2016-10-27",3,29,50,23,10,"Aotizhongxin",50,"Excelent"
"2016-10-28",1,15,18,7,33,"Aotizhongxin",33,"Excelent"
"2016-10-29",2,26,45,6,26,"Aotizhongxin",45,"Excelent"
"2016-10-3",1,35,91,18,154,"Aotizhongxin",154,"Lightly Polluted"
"2016-10-30",2,25,62,14,31,"Aotizhongxin",62,"Good"
"2016-10-31",3,10,17,5,33,"Aotizhongxin",33,"Excelent"
"2016-10-4",1,20,44,13,41,"Aotizhongxin",44,"Excelent"
"2016-10-5",1,24,56,20,40,"Aotizhongxin",56,"Good"
"2016-10-6",1,28,61,30,17,"Aotizhongxin",61,"Good"
"2016-10-7",1,24,38,21,27,"Aotizhongxin",38,"Excelent"
"2016-10-8",1,14,18,8,38,"Aotizhongxin",38,"Excelent"
"2016-10-9",2,28,50,10,29,"Aotizhongxin",50,"Excelent"
"2016-11-1",6,30,54,9,26,"Aotizhongxin",54,"Good"
"2016-11-10",3,38,103,33,26,"Aotizhongxin",103,"Slightly Polluted"
"2016-11-11",4,39,78,27,11,"Aotizhongxin",78,"Good"
"2016-11-12",4,37,80,20,20,"Aotizhongxin",80,"Good"
"2016-11-13",3,38,96,39,1,"Aotizhongxin",96,"Good"
"2016-11-14",2,20,55,37,36,"Aotizhongxin",55,"Good"
"2016-11-15",6,36,47,36,16,"Aotizhongxin",47,"Excelent"
"2016-11-16",7,46,83,54,17,"Aotizhongxin",83,"Good"
"2016-11-17",8,39,98,45,4,"Aotizhongxin",98,"Good"
"2016-11-18",6,45,154,46,1,"Aotizhongxin",154,"Lightly Polluted"
"2016-11-19",3,34,100,37,36,"Aotizhongxin",100,"Good"
"2016-11-2",5,43,90,22,17,"Aotizhongxin",90,"Good"
"2016-11-20",1,21,51,20,18,"Aotizhongxin",51,"Good"
"2016-11-21",2,8,19,5,33,"Aotizhongxin",33,"Excelent"
"2016-11-22",3,9,18,6,32,"Aotizhongxin",32,"Excelent"
"2016-11-23",4,16,24,11,30,"Aotizhongxin",30,"Excelent"
"2016-11-24",9,40,71,36,17,"Aotizhongxin",71,"Good"
"2016-11-25",13,55,119,49,4,"Aotizhongxin",119,"Slightly Polluted"
"2016-11-26",10,68,216,58,10,"Aotizhongxin",216,"Moderately Polluted"
"2016-11-27",4,29,61,46,34,"Aotizhongxin",61,"Good"
"2016-11-28",10,45,69,35,11,"Aotizhongxin",69,"Good"
"2016-11-29",16,47,96,42,2,"Aotizhongxin",96,"Good"
"2016-11-3",4,61,138,42,9,"Aotizhongxin",138,"Slightly Polluted"
"2016-11-30",7,37,84,42,35,"Aotizhongxin",84,"Good"
"2016-11-4",2,70,159,44,10,"Aotizhongxin",159,"Lightly Polluted"
"2016-11-5",2,50,112,45,27,"Aotizhongxin",112,"Slightly Polluted"
"2016-11-6",4,28,59,20,25,"Aotizhongxin",59,"Good"
"2016-11-7",1,24,46,19,27,"Aotizhongxin",46,"Excelent"
"2016-11-8",4,32,53,15,28,"Aotizhongxin",53,"Good"
"2016-11-9",8,48,121,38,3,"Aotizhongxin",121,"Slightly Polluted"
"2016-12-1",4,24,41,20,36,"Aotizhongxin",41,"Excelent"
"2016-12-10",8,35,54,25,17,"Aotizhongxin",54,"Good"
"2016-12-11",19,59,126,54,5,"Aotizhongxin",126,"Slightly Polluted"
"2016-12-12",21,53,130,36,17,"Aotizhongxin",130,"Slightly Polluted"
"2016-12-13",4,27,54,38,27,"Aotizhongxin",54,"Good"
"2016-12-14",6,24,33,14,30,"Aotizhongxin",33,"Excelent"
"2016-12-15",7,24,49,36,34,"Aotizhongxin",49,"Excelent"
"2016-12-16",11,49,76,32,34,"Aotizhongxin",76,"Good"
"2016-12-17",19,62,134,56,8,"Aotizhongxin",134,"Slightly Polluted"
"2016-12-18",17,59,139,63,8,"Aotizhongxin",139,"Slightly Polluted"
"2016-12-19",16,67,138,63,7,"Aotizhongxin",138,"Slightly Polluted"
"2016-12-2",9,44,74,38,16,"Aotizhongxin",74,"Good"
"2016-12-20",3,68,191,93,7,"Aotizhongxin",191,"Lightly Polluted"
"2016-12-21",5,81,224,90,9,"Aotizhongxin",224,"Moderately Polluted"
"2016-12-22",4,17,57,74,33,"Aotizhongxin",74,"Good"
"2016-12-23",4,26,31,16,25,"Aotizhongxin",31,"Excelent"
"2016-12-24",16,50,97,46,25,"Aotizhongxin",97,"Good"
"2016-12-25",19,56,106,44,3,"Aotizhongxin",106,"Slightly Polluted"
"2016-12-26",11,26,48,34,29,"Aotizhongxin",48,"Excelent"
"2016-12-27",5,20,42,25,30,"Aotizhongxin",42,"Excelent"
"2016-12-28",4,22,59,22,31,"Aotizhongxin",59,"Good"
"2016-12-29",7,28,59,26,31,"Aotizhongxin",59,"Good"
"2016-12-3",13,61,136,66,9,"Aotizhongxin",136,"Slightly Polluted"
"2016-12-30",11,53,133,46,21,"Aotizhongxin",133,"Slightly Polluted"
"2016-12-31",10,73,183,58,8,"Aotizhongxin",183,"Lightly Polluted"
"2016-12-4",8,65,179,69,19,"Aotizhongxin",179,"Lightly Polluted"
"2016-12-5",3,23,45,23,34,"Aotizhongxin",45,"Excelent"
"2016-12-6",12,55,86,40,7,"Aotizhongxin",86,"Good"
"2016-12-7",17,59,107,40,10,"Aotizhongxin",107,"Slightly Polluted"
"2016-12-8",5,28,77,45,37,"Aotizhongxin",77,"Good"
"2016-12-9",4,20,31,14,33,"Aotizhongxin",33,"Excelent"
"2016-2-1",6,15,25,15,38,"Aotizhongxin",38,"Excelent"
"2016-2-10",35,36,78,51,30,"Aotizhongxin",78,"Good"
"2016-2-11",31,33,111,63,28,"Aotizhongxin",111,"Slightly Polluted"
"2016-2-12",13,24,101,40,28,"Aotizhongxin",101,"Slightly Polluted"
"2016-2-13",3,4,11,8,34,"Aotizhongxin",34,"Excelent"
"2016-2-14",1,3,12,5,35,"Aotizhongxin",35,"Excelent"
"2016-2-15",5,5,51,4,37,"Aotizhongxin",51,"Good"
"2016-2-16",11,7,40,5,40,"Aotizhongxin",40,"Excelent"
"2016-2-17",8,26,51,20,43,"Aotizhongxin",51,"Good"
"2016-2-18",2,12,31,16,44,"Aotizhongxin",44,"Excelent"
"2016-2-19",2,11,25,9,41,"Aotizhongxin",41,"Excelent"
"2016-2-2",9,24,29,24,36,"Aotizhongxin",36,"Excelent"
"2016-2-20",4,10,18,9,43,"Aotizhongxin",43,"Excelent"
"2016-2-21",16,28,76,27,35,"Aotizhongxin",76,"Good"
"2016-2-22",11,22,72,29,42,"Aotizhongxin",72,"Good"
"2016-2-23",4,8,18,5,40,"Aotizhongxin",40,"Excelent"
"2016-2-24",6,18,42,18,39,"Aotizhongxin",42,"Excelent"
