"fecha","AQI_SO2","AQI_NO2","AQI_PM10","AQI_CO","AQI_O3","ciudad","AQI","Nivel_Aire"
"2016-2-25",5,18,43,13,34,"Aotizhongxin",43,"Excelent"
"2016-2-26",7,17,53,16,38,"Aotizhongxin",53,"Good"
"2016-2-27",5,14,29,14,37,"Aotizhongxin",37,"Excelent"
"2016-2-28",5,16,51,22,39,"Aotizhongxin",51,"Good"
"2016-2-29",7,19,45,13,34,"Aotizhongxin",45,"Excelent"
"2016-2-3",13,28,38,17,35,"Aotizhongxin",38,"Excelent"
"2016-2-4",8,9,20,7,39,"Aotizhongxin",39,"Excelent"
"2016-2-5",5,7,34,6,39,"Aotizhongxin",39,"Excelent"
"2016-2-6",5,14,27,13,43,"Aotizhongxin",43,"Excelent"
"2016-2-7",11,18,56,20,43,"Aotizhongxin",56,"Good"
"2016-2-8",33,20,149,43,41,"Aotizhongxin",149,"Slightly Polluted"
"2016-2-9",12,20,45,16,58,"Aotizhongxin",58,"Good"
"2016-3-1",19,38,92,35,29,"Aotizhongxin",92,"Good"
"2016-3-10",3,7,59,5,44,"Aotizhongxin",59,"Good"
"2016-3-11",5,16,52,9,43,"Aotizhongxin",52,"Good"
"2016-3-12",26,35,101,34,30,"Aotizhongxin",101,"Slightly Polluted"
"2016-3-13",6,13,47,29,53,"Aotizhongxin",53,"Good"
"2016-3-14",11,25,89,20,50,"Aotizhongxin",89,"Good"
"2016-3-15",30,29,139,29,34,"Aotizhongxin",139,"Slightly Polluted"
"2016-3-16",23,31,173,36,166,"Aotizhongxin",173,"Lightly Polluted"
"2016-3-17",16,37,172,36,118,"Aotizhongxin",172,"Lightly Polluted"
"2016-3-18",7,28,128,41,112,"Aotizhongxin",128,"Slightly Polluted"
"2016-3-19",9,16,94,28,43,"Aotizhongxin",94,"Good"
"2016-3-2",23,48,114,42,44,"Aotizhongxin",114,"Slightly Polluted"
"2016-3-20",4,24,86,17,50,"Aotizhongxin",86,"Good"
"2016-3-21",10,33,143,20,112,"Aotizhongxin",143,"Slightly Polluted"
"2016-3-22",14,33,149,27,34,"Aotizhongxin",149,"Slightly Polluted"
"2016-3-23",2,13,41,19,49,"Aotizhongxin",49,"Excelent"
"2016-3-24",1,18,28,7,48,"Aotizhongxin",48,"Excelent"
"2016-3-25",1,17,29,8,57,"Aotizhongxin",57,"Good"
"2016-3-26",5,13,27,6,52,"Aotizhongxin",52,"Good"
"2016-3-27",6,17,38,6,79,"Aotizhongxin",79,"Good"
"2016-3-28",12,31,139,13,42,"Aotizhongxin",139,"Slightly Polluted"
"2016-3-29",6,12,63,6,58,"Aotizhongxin",63,"Good"
"2016-3-3",32,51,179,59,32,"Aotizhongxin",179,"Lightly Polluted"
"2016-3-30",8,18,62,11,68,"Aotizhongxin",68,"Good"
"2016-3-31",28,31,155,25,146,"Aotizhongxin",155,"Lightly Polluted"
"2016-3-4",36,50,212,66,26,"Aotizhongxin",212,"Moderately Polluted"
"2016-3-5",2,9,199,7,40,"Aotizhongxin",199,"Lightly Polluted"
"2016-3-6",18,30,124,25,18,"Aotizhongxin",124,"Slightly Polluted"
"2016-3-7",8,15,73,32,42,"Aotizhongxin",73,"Good"
"2016-3-8",2,6,24,4,39,"Aotizhongxin",39,"Excelent"
"2016-3-9",3,5,36,5,38,"Aotizhongxin",38,"Excelent"
"2016-4-1",7,11,86,11,47,"Aotizhongxin",86,"Good"
"2016-4-10",9,16,141,12,53,"Aotizhongxin",141,"Slightly Polluted"
"2016-4-11",6,19,85,7,52,"Aotizhongxin",85,"Good"
"2016-4-12",4,24,73,8,46,"Aotizhongxin",73,"Good"
"2016-4-13",3,23,94,16,92,"Aotizhongxin",94,"Good"
"2016-4-14",2,12,74,8,100,"Aotizhongxin",100,"Good"
"2016-4-15",11,25,83,16,112,"Aotizhongxin",112,"Slightly Polluted"
"2016-4-16",2,8,62,4,43,"Aotizhongxin",62,"Good"
"2016-4-17",1,5,33,3,50,"Aotizhongxin",50,"Excelent"
"2016-4-18",2,8,29,4,73,"Aotizhongxin",73,"Good"
"2016-4-19",11,25,72,22,29,"Aotizhongxin",72,"Good"
"2016-4-2",5,8,21,2,48,"Aotizhongxin",48,"Excelent"
"2016-4-20",5,16,70,13,101,"Aotizhongxin",101,"Slightly Polluted"
"2016-4-21",4,25,111,22,127,"Aotizhongxin",127,"Slightly Polluted"
"2016-4-22",1,9,72,8,71,"Aotizhongxin",72,"Good"
"2016-4-23",2,14,43,6,68,"Aotizhongxin",68,"Good"
"2016-4-24",12,21,87,14,190,"Aotizhongxin",190,"Lightly Polluted"
"2016-4-25",8,13,85,13,168,"Aotizhongxin",168,"Lightly Polluted"
"2016-4-26",16,18,74,28,127,"Aotizhongxin",127,"Slightly Polluted"
"2016-4-27",6,25,70,17,103,"Aotizhongxin",103,"Slightly Polluted"
"2016-4-28",4,22,76,15,208,"Aotizhongxin",208,"Moderately Polluted"
"2016-4-29",10,24,90,21,217,"Aotizhongxin",217,"Moderately Polluted"
"2016-4-3",2,9,46,4,66,"Aotizhongxin",66,"Good"
"2016-4-30",6,25,110,22,240,"Aotizhongxin",240,"Moderately Polluted"
"2016-4-4",5,18,83,7,117,"Aotizhongxin",117,"Slightly Polluted"
"2016-4-5",11,21,100,13,157,"Aotizhongxin",157,"Lightly Polluted"
"2016-4-6",19,26,109,28,74,"Aotizhongxin",109,"Slightly Polluted"
"2016-4-7",2,19,87,27,52,"Aotizhongxin",87,"Good"
"2016-4-8",3,14,71,6,60,"Aotizhongxin",71,"Good"
"2016-4-9",9,30,108,10,46,"Aotizhongxin",108,"Slightly Polluted"
"2016-5-1",15,16,119,30,246,"Aotizhongxin",246,"Moderately Polluted"
"2016-5-10",3,15,55,10,172,"Aotizhongxin",172,"Lightly Polluted"
"2016-5-11",8,12,100,15,186,"Aotizhongxin",186,"Lightly Polluted"
"2016-5-12",1,10,46,14,47,"Aotizhongxin",47,"Excelent"
"2016-5-13",3,17,44,13,129,"Aotizhongxin",129,"Slightly Polluted"
"2016-5-14",1,13,43,7,81,"Aotizhongxin",81,"Good"
"2016-5-15",1,15,46,15,48,"Aotizhongxin",48,"Excelent"
"2016-5-16",2,20,43,9,105,"Aotizhongxin",105,"Slightly Polluted"
"2016-5-17",6,20,65,10,227,"Aotizhongxin",227,"Moderately Polluted"
"2016-5-18",5,11,59,9,189,"Aotizhongxin",189,"Lightly Polluted"
"2016-5-19",8,14,69,13,227,"Aotizhongxin",227,"Moderately Polluted"
"2016-5-2",2,8,65,11,79,"Aotizhongxin",79,"Good"
"2016-5-20",13,18,69,18,240,"Aotizhongxin",240,"Moderately Polluted"
"2016-5-21",11,20,61,12,234,"Aotizhongxin",234,"Moderately Polluted"
"2016-5-22",5,23,56,8,219,"Aotizhongxin",219,"Moderately Polluted"
"2016-5-23",9,17,57,16,190,"Aotizhongxin",190,"Lightly Polluted"
"2016-5-24",2,12,27,6,132,"Aotizhongxin",132,"Slightly Polluted"
"2016-5-25",2,10,22,7,117,"Aotizhongxin",117,"Slightly Polluted"
"2016-5-26",2,12,50,8,95,"Aotizhongxin",95,"Good"
"2016-5-27",9,15,69,11,204,"Aotizhongxin",204,"Moderately Polluted"
"2016-5-28",8,10,55,8,205,"Aotizhongxin",205,"Moderately Polluted"
"2016-5-29",4,9,53,9,184,"Aotizhongxin",184,"Lightly Polluted"
"2016-5-3",1,14,51,7,68,"Aotizhongxin",68,"Good"
"2016-5-30",12,16,91,17,273,"Aotizhongxin",273,"Heavily Polluted"
"2016-5-31",6,14,69,13,87,"Aotizhongxin",87,"Good"
"2016-5-4",2,28,50,11,137,"Aotizhongxin",137,"Slightly Polluted"
"2016-5-5",8,21,69,17,113,"Aotizhongxin",113,"Slightly Polluted"
"2016-5-6",1,7,101,3,49,"Aotizhongxin",101,"Slightly Polluted"
"2016-5-7",2,14,34,7,123,"Aotizhongxin",123,"Slightly Polluted"
"2016-5-8",9,17,65,13,163,"Aotizhongxin",163,"Lightly Polluted"
"2016-5-9",3,14,51,8,49,"Aotizhongxin",51,"Good"
"2016-6-1",3,18,50,9,190,"Aotizhongxin",190,"Lightly Polluted"
"2016-6-10",1,8,48,9,238,"Aotizhongxin",238,"Moderately Polluted"
"2016-6-11",1,11,20,7,79,"Aotizhongxin",79,"Good"
"2016-6-12",3,14,64,14,214,"Aotizhongxin",214,"Moderately Polluted"
"2016-6-13",1,11,43,9,92,"Aotizhongxin",92,"Good"
"2016-6-14",1,10,35,6,60,"Aotizhongxin",60,"Good"
"2016-6-15",1,14,26,7,175,"Aotizhongxin",175,"Lightly Polluted"
"2016-6-16",1,19,40,8,209,"Aotizhongxin",209,"Moderately Polluted"
"2016-6-17",1,21,42,9,98,"Aotizhongxin",98,"Good"
"2016-6-18",2,17,56,9,209,"Aotizhongxin",209,"Moderately Polluted"
"2016-6-19",2,14,67,18,240,"Aotizhongxin",240,"Moderately Polluted"
"2016-6-2",6,20,59,12,222,"Aotizhongxin",222,"Moderately Polluted"
"2016-6-20",3,12,69,21,239,"Aotizhongxin",239,"Moderately Polluted"
"2016-6-21",2,12,72,19,247,"Aotizhongxin",247,"Moderately Polluted"
"2016-6-22",1,12,57,12,229,"Aotizhongxin",229,"Moderately Polluted"
"2016-6-23",3,15,74,19,204,"Aotizhongxin",204,"Moderately Polluted"
"2016-6-24",1,13,19,9,50,"Aotizhongxin",50,"Excelent"
"2016-6-25",1,13,26,5,76,"Aotizhongxin",76,"Good"
"2016-6-26",2,18,55,6,223,"Aotizhongxin",223,"Moderately Polluted"
"2016-6-27",4,15,64,9,193,"Aotizhongxin",193,"Lightly Polluted"
"2016-6-28",1,12,60,11,52,"Aotizhongxin",60,"Good"
"2016-6-29",1,13,80,12,210,"Aotizhongxin",210,"Moderately Polluted"
"2016-6-3",14,23,76,17,227,"Aotizhongxin",227,"Moderately Polluted"
"2016-6-30",1,13,54,9,217,"Aotizhongxin",217,"Moderately Polluted"
"2016-6-4",10,12,70,12,237,"Aotizhongxin",237,"Moderately Polluted"
"2016-6-5",8,14,65,15,233,"Aotizhongxin",233,"Moderately Polluted"
"2016-6-6",5,13,79,12,241,"Aotizhongxin",241,"Moderately Polluted"
"2016-6-7",1,9,58,11,151,"Aotizhongxin",151,"Lightly Polluted"
"2016-6-8",2,13,85,17,240,"Aotizhongxin",240,"Moderately Polluted"
"2016-6-9",4,13,85,22,223,"Aotizhongxin",223,"Moderately Polluted"
"2016-7-1",1,11,21,8,173,"Aotizhongxin",173,"Lightly Polluted"
"2016-7-10",3,16,69,10,212,"Aotizhongxin",212,"Moderately Polluted"
"2016-7-11",4,14,69,8,208,"Aotizhongxin",208,"Moderately Polluted"
"2016-7-12",2,15,33,7,81,"Aotizhongxin",81,"Good"
"2016-7-13",1,18,26,6,205,"Aotizhongxin",205,"Moderately Polluted"
"2016-7-14",3,24,55,13,162,"Aotizhongxin",162,"Lightly Polluted"
"2016-7-15",1,15,40,10,46,"Aotizhongxin",46,"Excelent"
"2016-7-16",1,21,41,10,49,"Aotizhongxin",49,"Excelent"
"2016-7-17",1,23,66,11,247,"Aotizhongxin",247,"Moderately Polluted"
"2016-7-18",2,29,75,16,144,"Aotizhongxin",144,"Slightly Polluted"
"2016-7-19",1,24,72,19,30,"Aotizhongxin",72,"Good"
"2016-7-2",2,14,55,11,207,"Aotizhongxin",207,"Moderately Polluted"
"2016-7-20",1,11,36,12,33,"Aotizhongxin",36,"Excelent"
"2016-7-21",1,10,26,12,35,"Aotizhongxin",35,"Excelent"
"2016-7-22",1,11,65,11,185,"Aotizhongxin",185,"Lightly Polluted"
"2016-7-23",1,14,91,15,216,"Aotizhongxin",216,"Moderately Polluted"
"2016-7-24",1,14,60,11,245,"Aotizhongxin",245,"Moderately Polluted"
"2016-7-25",1,13,63,10,172,"Aotizhongxin",172,"Lightly Polluted"
"2016-7-26",1,15,50,4,158,"Aotizhongxin",158,"Lightly Polluted"
"2016-7-27",1,24,52,15,264,"Aotizhongxin",264,"Heavily Polluted"
"2016-7-28",1,23,49,13,229,"Aotizhongxin",229,"Moderately Polluted"
"2016-7-29",1,29,83,22,233,"Aotizhongxin",233,"Moderately Polluted"
"2016-7-3",5,19,72,13,225,"Aotizhongxin",225,"Moderately Polluted"
"2016-7-30",1,26,95,25,74,"Aotizhongxin",95,"Good"
"2016-7-31",1,27,49,17,82,"Aotizhongxin",82,"Good"
"2016-7-4",3,13,89,14,219,"Aotizhongxin",219,"Moderately Polluted"
"2016-7-5",2,12,72,16,232,"Aotizhongxin",232,"Moderately Polluted"
"2016-7-6",3,17,64,14,224,"Aotizhongxin",224,"Moderately Polluted"
"2016-7-7",4,15,81,20,233,"Aotizhongxin",233,"Moderately Polluted"
"2016-7-8",3,18,73,19,219,"Aotizhongxin",219,"Moderately Polluted"
"2016-7-9",2,17,64,10,212,"Aotizhongxin",212,"Moderately Polluted"
"2016-8-1",1,22,56,21,198,"Aotizhongxin",198,"Lightly Polluted"
"2016-8-10",1,12,62,10,182,"Aotizhongxin",182,"Lightly Polluted"
"2016-8-11",2,13,65,11,206,"Aotizhongxin",206,"Moderately Polluted"
"2016-8-12",1,18,52,12,63,"Aotizhongxin",63,"Good"
"2016-8-13",1,24,21,9,40,"Aotizhongxin",40,"Excelent"
"2016-8-14",1,21,20,13,215,"Aotizhongxin",215,"Moderately Polluted"
"2016-8-15",1,18,20,13,55,"Aotizhongxin",55,"Good"
"2016-8-16",1,17,22,6,196,"Aotizhongxin",196,"Lightly Polluted"
"2016-8-17",1,33,55,13,41,"Aotizhongxin",55,"Good"
"2016-8-18",1,25,63,23,29,"Aotizhongxin",63,"Good"
"2016-8-19",1,16,18,21,92,"Aotizhongxin",92,"Good"
"2016-8-2",1,20,50,25,172,"Aotizhongxin",172,"Lightly Polluted"
"2016-8-20",1,19,51,14,243,"Aotizhongxin",243,"Moderately Polluted"
"2016-8-21",1,22,47,14,277,"Aotizhongxin",277,"Heavily Polluted"
"2016-8-22",3,14,39,20,170,"Aotizhongxin",170,"Lightly Polluted"
"2016-8-23",4,18,56,11,170,"Aotizhongxin",170,"Lightly Polluted"
"2016-8-24",2,26,63,12,137,"Aotizhongxin",137,"Slightly Polluted"
"2016-8-25",1,16,24,12,48,"Aotizhongxin",48,"Excelent"
"2016-8-26",1,19,18,5,60,"Aotizhongxin",60,"Good"
"2016-8-27",2,24,28,6,48,"Aotizhongxin",48,"Excelent"
"2016-8-28",1,19,21,3,65,"Aotizhongxin",65,"Good"
"2016-8-29",1,24,33,6,98,"Aotizhongxin",98,"Good"
"2016-8-3",1,18,50,13,241,"Aotizhongxin",241,"Moderately Polluted"
"2016-8-30",1,26,48,10,218,"Aotizhongxin",218,"Moderately Polluted"
"2016-8-31",1,24,25,11,53,"Aotizhongxin",53,"Good"
"2016-8-4",1,19,78,18,252,"Aotizhongxin",252,"Heavily Polluted"
"2016-8-5",1,14,54,16,204,"Aotizhongxin",204,"Moderately Polluted"
"2016-8-6",2,20,75,12,201,"Aotizhongxin",201,"Moderately Polluted"
"2016-8-7",1,11,17,24,125,"Aotizhongxin",125,"Slightly Polluted"
"2016-8-8",1,16,30,14,179,"Aotizhongxin",179,"Lightly Polluted"
"2016-8-9",2,23,41,16,226,"Aotizhongxin",226,"Moderately Polluted"
"2016-9-1",1,13,23,5,45,"Aotizhongxin",45,"Excelent"
"2016-9-10",1,23,35,5,89,"Aotizhongxin",89,"Good"
"2016-9-11",1,17,44,13,112,"Aotizhongxin",112,"Slightly Polluted"
"2016-9-12",1,17,40,8,142,"Aotizhongxin",142,"Slightly Polluted"
"2016-9-13",1,28,73,13,185,"Aotizhongxin",185,"Lightly Polluted"
"2016-9-14",1,28,81,14,202,"Aotizhongxin",202,"Moderately Polluted"
"2016-9-15",2,24,69,14,217,"Aotizhongxin",217,"Moderately Polluted"
"2016-9-16",2,24,94,14,222,"Aotizhongxin",222,"Moderately Polluted"
"2016-9-17",1,23,48,8,50,"Aotizhongxin",50,"Excelent"
"2016-9-18",1,18,22,6,24,"Aotizhongxin",24,"Excelent"
"2016-9-19",1,19,18,8,43,"Aotizhongxin",43,"Excelent"
"2016-9-2",1,12,24,5,41,"Aotizhongxin",41,"Excelent"
"2016-9-20",1,25,34,8,68,"Aotizhongxin",68,"Good"
"2016-9-21",4,43,72,11,28,"Aotizhongxin",72,"Good"
"2016-9-22",5,35,79,13,125,"Aotizhongxin",125,"Slightly Polluted"
"2016-9-23",1,29,93,19,220,"Aotizhongxin",220,"Moderately Polluted"
"2016-9-24",2,34,90,20,217,"Aotizhongxin",217,"Moderately Polluted"
"2016-9-25",1,28,108,21,77,"Aotizhongxin",108,"Slightly Polluted"
"2016-9-26",1,25,51,19,46,"Aotizhongxin",51,"Good"
"2016-9-27",1,15,29,17,34,"Aotizhongxin",34,"Excelent"
"2016-9-28",1,31,42,10,14,"Aotizhongxin",42,"Excelent"
"2016-9-29",2,33,61,13,43,"Aotizhongxin",61,"Good"
"2016-9-3",1,15,29,6,201,"Aotizhongxin",201,"Moderately Polluted"
"2016-9-30",3,45,84,14,182,"Aotizhongxin",182,"Lightly Polluted"
"2016-9-4",2,26,69,19,195,"Aotizhongxin",195,"Lightly Polluted"
"2016-9-5",1,14,34,7,81,"Aotizhongxin",81,"Good"
"2016-9-6",1,22,25,8,43,"Aotizhongxin",43,"Excelent"
"2016-9-7",2,23,56,8,203,"Aotizhongxin",203,"Moderately Polluted"
"2016-9-8",1,24,35,7,84,"Aotizhongxin",84,"Good"
"2016-9-9",2,26,39,8,43,"Aotizhongxin",43,"Excelent"
"2017-1-1",5,79,369,73,8,"Aotizhongxin",369,"Severely Polluted"
"2017-1-10",4,27,42,18,37,"Aotizhongxin",42,"Excelent"
"2017-1-11",15,44,56,31,19,"Aotizhongxin",56,"Good"
"2017-1-12",11,34,55,20,42,"Aotizhongxin",55,"Good"
"2017-1-13",8,14,25,6,42,"Aotizhongxin",42,"Excelent"
"2017-1-14",9,27,35,19,40,"Aotizhongxin",40,"Excelent"
"2017-1-15",6,28,53,15,32,"Aotizhongxin",53,"Good"
"2017-1-16",11,41,75,28,26,"Aotizhongxin",75,"Good"
"2017-1-17",15,43,98,34,30,"Aotizhongxin",98,"Good"
"2017-1-18",5,33,52,11,26,"Aotizhongxin",52,"Good"
"2017-1-19",5,15,59,26,40,"Aotizhongxin",59,"Good"
"2017-1-2",7,47,120,72,28,"Aotizhongxin",120,"Slightly Polluted"
"2017-1-20",5,17,28,11,40,"Aotizhongxin",40,"Excelent"
"2017-1-21",7,18,45,29,39,"Aotizhongxin",45,"Excelent"
"2017-1-22",6,25,30,13,39,"Aotizhongxin",39,"Excelent"
"2017-1-23",7,23,34,29,31,"Aotizhongxin",34,"Excelent"
"2017-1-24",19,44,70,42,30,"Aotizhongxin",70,"Good"
"2017-1-25",23,57,109,51,27,"Aotizhongxin",109,"Slightly Polluted"
"2017-1-26",15,37,112,57,42,"Aotizhongxin",112,"Slightly Polluted"
"2017-1-27",13,16,63,14,49,"Aotizhongxin",63,"Good"
"2017-1-28",54,42,323,45,81,"Aotizhongxin",323,"Severely Polluted"
"2017-1-29",8,9,61,42,81,"Aotizhongxin",81,"Good"
"2017-1-3",11,76,171,82,28,"Aotizhongxin",171,"Lightly Polluted"
"2017-1-30",8,9,28,9,93,"Aotizhongxin",93,"Good"
"2017-1-31",17,27,62,24,93,"Aotizhongxin",93,"Good"
"2017-1-4",11,90,231,92,17,"Aotizhongxin",231,"Moderately Polluted"
"2017-1-5",7,62,137,82,13,"Aotizhongxin",137,"Slightly Polluted"
"2017-1-6",13,60,123,56,12,"Aotizhongxin",123,"Slightly Polluted"
"2017-1-7",11,43,101,52,12,"Aotizhongxin",101,"Slightly Polluted"
"2017-1-8",6,16,20,13,37,"Aotizhongxin",37,"Excelent"
"2017-1-9",3,21,35,18,37,"Aotizhongxin",37,"Excelent"
"2017-2-1",7,12,42,15,42,"Aotizhongxin",42,"Excelent"
"2017-2-10",3,7,20,6,53,"Aotizhongxin",53,"Good"
"2017-2-11",12,29,55,23,52,"Aotizhongxin",55,"Good"
"2017-2-12",28,47,87,47,28,"Aotizhongxin",87,"Good"
"2017-2-13",17,43,79,59,45,"Aotizhongxin",79,"Good"
"2017-2-14",17,62,116,42,20,"Aotizhongxin",116,"Slightly Polluted"
"2017-2-15",24,65,136,48,30,"Aotizhongxin",136,"Slightly Polluted"
"2017-2-16",14,35,91,43,33,"Aotizhongxin",91,"Good"
"2017-2-17",5,14,35,9,38,"Aotizhongxin",38,"Excelent"
"2017-2-18",16,37,78,20,34,"Aotizhongxin",78,"Good"
"2017-2-19",15,34,94,24,40,"Aotizhongxin",94,"Good"
"2017-2-2",21,37,69,28,42,"Aotizhongxin",69,"Good"
"2017-2-20",3,14,30,9,46,"Aotizhongxin",46,"Excelent"
"2017-2-21",6,29,54,37,32,"Aotizhongxin",54,"Good"
"2017-2-22",3,24,63,16,45,"Aotizhongxin",63,"Good"
"2017-2-23",4,19,23,9,58,"Aotizhongxin",58,"Good"
"2017-2-24",9,30,30,11,55,"Aotizhongxin",55,"Good"
"2017-2-25",4,22,18,7,68,"Aotizhongxin",68,"Good"
"2017-2-26",5,33,38,18,46,"Aotizhongxin",46,"Excelent"
"2017-2-27",10,49,70,24,69,"Aotizhongxin",70,"Good"
"2017-2-28",5,19,22,14,76,"Aotizhongxin",76,"Good"
"2017-2-3",30,49,106,51,48,"Aotizhongxin",106,"Slightly Polluted"
"2017-2-4",34,59,154,56,48,"Aotizhongxin",154,"Lightly Polluted"
"2017-2-5",5,11,13,6,52,"Aotizhongxin",52,"Good"
"2017-2-6",5,14,19,7,52,"Aotizhongxin",52,"Good"
"2017-2-7",12,37,67,27,43,"Aotizhongxin",67,"Good"
"2017-2-8",4,15,45,27,52,"Aotizhongxin",52,"Good"
"2017-2-9",2,6,16,4,52,"Aotizhongxin",52,"Good"
